"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","BBB-WBO-B21","BBB-WBV-B70","BBO-BBO-B16","BBO-BBY-B27","BBO-WBO-B16","BBO-WBV-B64","BBR-BBB-B50","BBR-BBG-B38","BBR-BBY-B26","BBY-WBG-B42","BPO-BPO-O16","BPR-BPG-O38","BPR-BPR-O02","BPY-BPG-O42","BPY-BPY-O29","WBB-WBV-W69","WBG-BBB-W56","WBG-WBG-W44","WBO-BBR-W03","WBO-WBV-W64","WBR-BBY-W25","WBV-WBO-W23","WBV-WBR-W12","WBY-BBV-W65","WBY-BBY-W30","WPB-BPG-G45","WPO-BPO-G16","WPO-BPY-G28","WPR-BPY-G25","WPV-BPR-G11","seqname","source","feature","start","end","score","strand","frame","attributes"
"60","LOC111106980",275.995310274188,2.84852474864982,0.498821681623326,5.71050708818391,1.12640045595625e-08,1.14814260429215e-06,434,416,363,191,444,415,168,287,306,74,43,183,55,27,60,291,470,83,33,304,123,103,34,271,169,131,89,85,199,303,"NC_035781.1","Gnomon","gene",56390959,56414017,".","-",".","gene_id ""LOC111117937""; db_xref ""GeneID:111117937""; gbkey ""Gene""; gene ""LOC111117937""; gene_biotype ""protein_coding""; "
"61","LOC111107171",21.2284586534644,2.17364660720141,0.593547109953336,3.66212988110127,0.000250126982022336,0.00540052493696501,18,28,28,20,25,32,12,17,37,5,3,18,7,2,4,41,63,8,1,24,7,7,4,49,28,23,9,53,6,1,"NC_035781.1","Gnomon","gene",59319472,59323092,".","+",".","gene_id ""LOC111120446""; db_xref ""GeneID:111120446""; gbkey ""Gene""; gene ""LOC111120446""; gene_biotype ""protein_coding""; "
"62","LOC111107250",230.927958303145,2.73855799274907,0.493415488485221,5.55020678648822,2.853318947077e-08,2.40501864327663e-06,248,240,278,158,328,227,166,263,235,64,58,188,52,29,96,288,357,93,24,254,66,98,25,281,183,163,88,109,81,226,"NC_035781.1","Gnomon","gene",60592242,60602709,".","-",".","gene_id ""LOC111121954""; db_xref ""GeneID:111121954""; gbkey ""Gene""; gene ""LOC111121954""; gene_biotype ""protein_coding""; "
"63","LOC111107422",161.537272063015,4.24380938407911,0.636781458188267,6.66446758068827,2.65626527185705e-11,1.66320152664992e-08,110,177,78,47,48,141,40,75,103,20,11,55,25,18,22,104,60,19,21,109,29,37,7,38,54,69,25,68,49,241,"NC_035782.1","Gnomon","gene",2190979,2203743,".","+",".","gene_id ""LOC111123344""; db_xref ""GeneID:111123344""; gbkey ""Gene""; gene ""LOC111123344""; gene_biotype ""protein_coding""; "
"64","LOC111107518",13.9408271964781,-2.11847163631373,0.708833226373092,-2.98867428542166,0.00280190648626785,0.0358039537297726,24,80,36,27,5,47,9,18,39,2,7,20,8,2,10,4,15,9,6,42,21,13,15,42,22,2,4,0,13,0,"NC_035782.1","Gnomon","gene",3937369,3944088,".","+",".","gene_id ""LOC111123247""; db_xref ""GeneID:111123247""; gbkey ""Gene""; gene ""LOC111123247""; gene_biotype ""lncRNA""; "
"65","LOC111107569",14.145748121268,1.85800136205112,0.627731348706619,2.95986709263343,0.00307771787073984,0.0376805514733316,7,37,30,18,22,6,28,37,17,5,2,9,7,1,11,24,40,7,1,28,3,6,1,34,8,10,12,25,10,1,"NC_035782.1","Gnomon","gene",4883125,4934712,".","-",".","gene_id ""LOC111124519""; db_xref ""GeneID:111124519""; gbkey ""Gene""; gene ""LOC111124519""; gene_biotype ""protein_coding""; "
"66","LOC111107620",84.9931315680112,1.96754819452354,0.428909830272498,4.58732361828476,4.48964456679783e-06,0.00020934161847101,211,219,126,68,190,184,69,220,93,48,24,86,24,13,17,144,217,33,8,113,61,43,16,57,56,79,29,37,110,55,"NC_035782.1","Gnomon","gene",5705389,5708757,".","+",".","gene_id ""LOC111125604""; db_xref ""GeneID:111125604""; gbkey ""Gene""; gene ""LOC111125604""; gene_biotype ""protein_coding""; "
"67","LOC111107816",22.0399575568122,1.9335513061243,0.512863979646461,3.77010549162993,0.000163178558431563,0.00392772100423128,67,35,48,14,49,29,12,61,32,19,1,27,2,3,9,58,34,7,4,20,11,8,5,29,30,31,6,40,26,2,"NC_035782.1","Gnomon","gene",9911253,9915857,".","+",".","gene_id ""LOC111122851""; db_xref ""GeneID:111122851""; gbkey ""Gene""; gene ""LOC111122851""; gene_biotype ""protein_coding""; partial ""true""; "
"68","LOC111107851",46.3950457802913,1.55152128104051,0.536389725757259,2.89252609909728,0.00382157429878748,0.0432053458264978,119,152,41,59,106,116,60,56,52,28,10,50,7,14,9,74,59,13,18,104,16,24,5,99,55,44,16,75,19,3,"NC_035782.1","Gnomon","gene",10365120,10393518,".","-",".","gene_id ""LOC111122901""; db_xref ""GeneID:111122901""; gbkey ""Gene""; gene ""LOC111122901""; gene_biotype ""protein_coding""; partial ""true""; "
"69","LOC111107999",53.7160315425666,6.05372348435752,1.04006570515418,5.82052023670958,5.86647392889325e-09,6.94939330549705e-07,25,22,11,0,27,11,1,17,7,1,4,7,2,2,1,3,31,4,1,5,4,4,0,14,0,3,2,11,6,103,"NC_035782.1","Gnomon","gene",13050500,13061322,".","+",".","gene_id ""LOC111125695""; db_xref ""GeneID:111125695""; gbkey ""Gene""; gene ""LOC111125695""; gene_biotype ""protein_coding""; "
"70","LOC111108042",7.64560890343439,2.63973447402219,0.66870605241872,3.94752591886111,7.89629717139276e-05,0.0022769388488299,17,6,8,4,26,12,4,3,10,2,1,5,2,0,4,24,7,3,0,9,4,3,0,13,3,3,8,21,14,0,"NC_035782.1","Gnomon","gene",14055775,14072612,".","+",".","gene_id ""LOC111122586""; db_xref ""GeneID:111122586""; gbkey ""Gene""; gene ""LOC111122586""; gene_biotype ""protein_coding""; "
"71","LOC111108080",24.1387719475654,1.86641640095207,0.497128292426189,3.75439585593327,0.000173760071050733,0.0040945719968568,82,74,24,16,79,63,23,19,33,15,3,25,5,14,12,41,41,8,1,38,13,9,2,40,22,23,9,32,31,4,"NC_035782.1","Gnomon","gene",15067514,15118391,".","+",".","gene_id ""LOC111126034""; db_xref ""GeneID:111126034""; gbkey ""Gene""; gene ""LOC111126034""; gene_biotype ""protein_coding""; "
"72","LOC111108185",41.5593495805692,1.88272011889474,0.476532383329404,3.95087550134722,7.78658245400985e-05,0.0022601715825116,87,97,95,45,59,101,38,91,75,22,6,49,2,5,26,89,91,19,5,44,24,17,11,34,50,35,19,74,49,3,"NC_035782.1","Gnomon","gene",16842031,16844953,".","+",".","gene_id ""LOC111124983""; db_xref ""GeneID:111124983""; gbkey ""Gene""; gene ""LOC111124983""; gene_biotype ""lncRNA""; "
"73","LOC111108202",288.004519376272,1.3806068722498,0.30566724519235,4.51669877608579,6.28111552126217e-06,0.000280919687037674,848,983,480,350,845,799,262,565,437,146,61,324,80,39,103,678,612,117,53,507,216,189,61,426,335,239,161,293,490,51,"NC_035782.1","Gnomon","gene",17025103,17028901,".","-",".","gene_id ""LOC111124960""; db_xref ""GeneID:111124960""; gbkey ""Gene""; gene ""LOC111124960""; gene_biotype ""protein_coding""; "
"74","LOC111108243",10.7543189312801,-1.4973806054349,0.516674568267235,-2.89811168847857,0.00375416872365563,0.0427390169241107,34,41,30,39,49,36,15,40,30,5,1,17,4,1,11,33,41,5,1,23,29,16,2,13,12,6,6,0,6,0,"NC_035782.1","Gnomon","gene",17582043,17583630,".","-",".","gene_id ""LOC111127614""; db_xref ""GeneID:111127614""; gbkey ""Gene""; gene ""LOC111127614""; gene_biotype ""protein_coding""; "
"75","LOC111108303",66.3022035329218,1.29578717286969,0.382638341142635,3.38645408350928,0.000708021236846015,0.0119356041580619,177,165,114,95,233,174,71,166,144,31,14,66,16,10,21,193,123,27,10,129,66,39,11,98,86,75,42,89,102,0,"NC_035782.1","Gnomon","gene",18127740,18129286,".","+",".","gene_id ""LOC111124735""; db_xref ""GeneID:111124735""; gbkey ""Gene""; gene ""LOC111124735""; gene_biotype ""protein_coding""; "
"76","LOC111108426",126.524932788664,0.609876800886441,0.205765149124197,2.9639460495729,0.00303721530391424,0.0376361372835325,373,285,266,200,389,381,127,283,247,84,47,202,62,24,81,373,230,63,18,269,60,105,43,233,95,106,136,37,205,23,"NC_035782.1","Gnomon","gene",19418883,19420076,".","+",".","gene_id ""LOC111122709""; db_xref ""GeneID:111122709""; gbkey ""Gene""; gene ""LOC111122709""; gene_biotype ""protein_coding""; "
"77","LOC111108451",23.5855047498168,1.78909590791862,0.620190728846704,2.8847511333257,0.00391723187999998,0.0438093775986729,41,96,35,17,52,21,15,96,60,9,5,30,2,1,4,61,68,6,0,27,25,4,6,26,45,19,16,47,20,0,"NC_035782.1","Gnomon","gene",19952294,19952931,".","+",".","gene_id ""LOC111126098""; db_xref ""GeneID:111126098""; gbkey ""Gene""; gene ""LOC111126098""; gene_biotype ""lncRNA""; "
"78","LOC111108505",27.5425260483026,1.61878973912404,0.471362645120244,3.43427667822742,0.000594137416131136,0.0102929023513943,33,52,39,42,48,165,21,83,55,7,7,42,6,15,7,61,33,8,0,66,26,16,4,31,23,68,25,28,38,1,"NC_035782.1","Gnomon","gene",20659031,20660294,".","+",".","gene_id ""LOC111122492""; db_xref ""GeneID:111122492""; gbkey ""Gene""; gene ""LOC111122492""; gene_biotype ""protein_coding""; "
"79","LOC111108664",93.7325719864511,0.862532601178456,0.300887589962136,2.86662737166062,0.00414871175906675,0.0461517858882983,319,284,192,144,365,197,110,181,197,69,27,148,29,11,48,157,163,52,18,178,56,99,22,194,108,104,49,80,142,5,"NC_035782.1","Gnomon","gene",23782070,23805169,".","+",".","gene_id ""LOC111122827""; db_xref ""GeneID:111122827""; gbkey ""Gene""; gene ""LOC111122827""; gene_biotype ""protein_coding""; "
"80","LOC111108790",99.0512856610711,2.91303566578832,0.519943025251051,5.60260552467604,2.11153405313901e-08,1.85097075098165e-06,131,112,95,77,106,117,61,130,109,22,14,66,29,24,24,83,114,18,12,97,55,32,8,99,90,84,48,34,38,104,"NC_035782.1","Gnomon","gene",26060876,26061739,".","+",".","gene_id ""LOC111126540""; db_xref ""GeneID:111126540""; gbkey ""Gene""; gene ""LOC111126540""; gene_biotype ""lncRNA""; "
"81","LOC111109289",126.358808585237,0.915594668627967,0.274333481298612,3.33752433094866,0.000845283207294666,0.0137217640650834,281,264,279,210,313,261,196,308,332,81,33,172,47,23,67,267,326,74,15,251,60,82,33,228,193,222,134,88,100,10,"NC_035782.1","Gnomon","gene",34334671,34336391,".","-",".","gene_id ""LOC111123442""; db_xref ""GeneID:111123442""; gbkey ""Gene""; gene ""LOC111123442""; gene_biotype ""protein_coding""; "
"82","LOC111109410",21.9148395885892,1.5304253576771,0.521849725014178,2.93269361718169,0.00336035322785983,0.0396992673792712,50,28,45,35,48,53,26,24,50,6,3,35,5,2,19,38,31,8,2,43,27,9,5,24,34,16,7,37,35,0,"NC_035782.1","Gnomon","gene",37274981,37279906,".","+",".","gene_id ""LOC111126604""; db_xref ""GeneID:111126604""; gbkey ""Gene""; gene ""LOC111126604""; gene_biotype ""protein_coding""; "
"83","LOC111109620",13.8943378313143,1.98006002662714,0.594216888345746,3.33221768930108,0.000861568341051805,0.0139012396990825,25,24,17,17,48,25,10,23,20,11,4,9,4,0,9,25,14,4,0,35,5,11,3,16,17,12,1,28,16,1,"NC_035782.1","Gnomon","gene",40111531,40115198,".","+",".","gene_id ""LOC111124792""; db_xref ""GeneID:111124792""; gbkey ""Gene""; gene ""LOC111124792""; gene_biotype ""protein_coding""; "
"84","LOC111109740",110.296491385703,2.54560598767482,0.454038996934837,5.60658006219708,2.06363538914169e-08,1.84590079808327e-06,171,189,158,125,232,202,79,118,126,34,16,109,19,11,33,198,139,28,17,125,59,50,7,128,99,67,45,65,103,94,"NC_035782.1","Gnomon","gene",42172614,42175101,".","+",".","gene_id ""LOC111123124""; db_xref ""GeneID:111123124""; gbkey ""Gene""; gene ""LOC111123124""; gene_biotype ""protein_coding""; "
"85","LOC111109744",11.3692763388336,3.26693930031718,0.758098555068345,4.30938600064032,1.63708418546436e-05,0.000625937589960976,27,12,3,4,20,4,5,11,17,2,1,11,1,2,1,8,20,3,1,6,1,1,1,18,10,4,3,37,5,1,"NC_035782.1","Gnomon","gene",42232901,42234771,".","+",".","gene_id ""LOC111125868""; db_xref ""GeneID:111125868""; gbkey ""Gene""; gene ""LOC111125868""; gene_biotype ""protein_coding""; "
"86","LOC111109804",71.6985945061328,3.30491114013833,0.588203591063601,5.61865175654968,1.92453313353748e-08,1.75733931756141e-06,92,74,27,59,111,100,29,88,73,25,5,15,11,4,15,101,54,9,7,52,20,39,9,45,51,32,24,38,17,87,"NC_035782.1","Gnomon","gene",42862649,42864999,".","-",".","gene_id ""LOC111123697""; db_xref ""GeneID:111123697""; gbkey ""Gene""; gene ""LOC111123697""; gene_biotype ""protein_coding""; "
"87","LOC111109936",20.6706004584732,1.56237070469479,0.534335487484429,2.9239508535175,0.00345619310407758,0.0402885488701384,62,52,36,28,49,50,29,28,30,13,2,21,3,9,14,34,23,12,5,46,14,12,1,12,17,11,9,31,18,1,"NC_035782.1","Gnomon","gene",45220551,45225068,".","+",".","gene_id ""LOC111125166""; db_xref ""GeneID:111125166""; gbkey ""Gene""; gene ""LOC111125166""; gene_biotype ""protein_coding""; "
"88","LOC111110057",9.55382387421527,2.89339063869875,0.76798587149149,3.76750503636161,0.000164887215327072,0.00392772100423128,8,6,3,7,17,10,4,7,5,7,7,8,2,5,7,2,3,1,0,4,3,9,4,7,3,9,2,22,6,0,"NC_035782.1","Gnomon","gene",46911019,46919957,".","+",".","gene_id ""LOC111125537""; db_xref ""GeneID:111125537""; gbkey ""Gene""; gene ""LOC111125537""; gene_biotype ""protein_coding""; "
"89","LOC111110127",17.7548820290827,1.45530268274823,0.420067152389089,3.46445246782889,0.000531312024914171,0.00954401887376562,30,34,45,17,36,28,20,38,21,11,6,14,8,3,9,37,33,6,4,36,7,6,3,31,22,20,12,24,29,1,"NC_035782.1","Gnomon","gene",48517472,48518011,".","+",".","gene_id ""LOC111124283""; db_xref ""GeneID:111124283""; gbkey ""Gene""; gene ""LOC111124283""; gene_biotype ""protein_coding""; "
"90","LOC111110168",16.6986281659629,2.31499862477479,0.629863009048633,3.67540019260925,0.000237476868068602,0.00520430556372342,34,17,40,14,32,10,9,16,24,6,5,29,1,6,2,37,14,2,4,12,4,13,6,16,7,11,5,36,19,1,"NC_035782.1","Gnomon","gene",49277818,49293289,".","-",".","gene_id ""LOC111123796""; db_xref ""GeneID:111123796""; gbkey ""Gene""; gene ""LOC111123796""; gene_biotype ""protein_coding""; "
"91","LOC111110195",9.00271495594943,1.61473448215309,0.558293326721829,2.89226900066035,0.003824703212567,0.0432053458264978,25,23,14,5,20,24,6,18,14,3,1,10,2,1,11,14,13,3,1,15,4,11,3,9,6,13,4,16,6,0,"NC_035782.1","Gnomon","gene",49600685,49611861,".","-",".","gene_id ""LOC111127452""; db_xref ""GeneID:111127452""; gbkey ""Gene""; gene ""LOC111127452""; gene_biotype ""protein_coding""; "
"92","LOC111110475",19.4435109143702,1.58026591471259,0.53498281864711,2.95386292724099,0.00313823362147808,0.0379969004501062,64,48,19,13,60,63,12,32,25,11,3,17,11,8,5,51,28,14,2,34,10,13,2,29,9,34,5,30,16,0,"NC_035782.1","Gnomon","gene",53633387,53636578,".","+",".","gene_id ""LOC111126217""; db_xref ""GeneID:111126217""; gbkey ""Gene""; gene ""LOC111126217""; gene_biotype ""protein_coding""; "
"93","LOC111110619",19.617017173304,2.25009357233011,0.587016270517194,3.83310256519407,0.000126537163524586,0.00322449062632711,33,25,33,18,19,35,26,29,62,8,4,16,4,1,14,31,28,8,5,12,5,3,1,35,26,36,4,36,10,3,"NC_035782.1","Gnomon","gene",55792061,55795626,".","-",".","gene_id ""LOC111124321""; db_xref ""GeneID:111124321""; gbkey ""Gene""; gene ""LOC111124321""; gene_biotype ""protein_coding""; partial ""true""; "
"94","LOC111110660",11.0224154039549,2.0499597540962,0.696514395011578,2.94316925648338,0.00324870749577531,0.0389046036994076,14,28,22,17,10,21,11,29,11,3,0,11,0,3,6,29,24,0,1,19,6,3,4,9,13,11,5,25,3,0,"NC_035782.1","Gnomon","gene",56385906,56391266,".","-",".","gene_id ""LOC111124754""; db_xref ""GeneID:111124754""; gbkey ""Gene""; gene ""LOC111124754""; gene_biotype ""protein_coding""; "
"95","LOC111111334",24.6525877364122,2.55570754437102,0.595793468396491,4.28958637503934,1.79006186038493e-05,0.00067636561500579,51,52,38,29,86,38,18,25,63,10,3,22,7,4,7,19,57,9,1,37,7,11,4,27,11,27,4,59,10,1,"NC_035782.1","Gnomon","gene",65585228,65599392,".","-",".","gene_id ""LOC111127241""; db_xref ""GeneID:111127241""; gbkey ""Gene""; gene ""LOC111127241""; gene_biotype ""protein_coding""; "
"96","LOC111111528",26.8670882612723,2.05138340316973,0.458760735446504,4.47157580121401,7.76453282289499e-06,0.000324113784407131,84,75,25,28,67,92,24,75,64,14,6,36,5,2,10,50,41,9,4,26,16,11,3,36,28,25,23,49,35,0,"NC_035782.1","Gnomon","gene",68840053,68844375,".","-",".","gene_id ""LOC111123651""; db_xref ""GeneID:111123651""; gbkey ""Gene""; gene ""LOC111123651""; gene_biotype ""protein_coding""; "
"97","LOC111111976",28.3473928434437,1.51207103947819,0.510461630645086,2.96216394867395,0.0030548507426227,0.0376378955056732,92,30,48,70,83,55,37,101,62,3,11,16,32,13,14,33,48,10,2,16,16,18,7,17,17,60,16,19,14,3,"NC_035782.1","Gnomon","gene",75234072,75241034,".","-",".","gene_id ""LOC111124448""; db_xref ""GeneID:111124448""; gbkey ""Gene""; gene ""LOC111124448""; gene_biotype ""protein_coding""; "
"98","LOC111112387",63.6184210670118,1.77651609591151,0.478549136248068,3.71229610785591,0.000205387500298273,0.0046643182062556,165,145,109,67,157,108,80,148,128,24,12,69,9,7,24,87,182,29,16,57,43,37,10,70,58,65,12,113,85,3,"NC_035783.1","Gnomon","gene",5281821,5310492,".","+",".","gene_id ""LOC111129863""; db_xref ""GeneID:111129863""; gbkey ""Gene""; gene ""LOC111129863""; gene_biotype ""protein_coding""; "
"99","LOC111112439",42.9467310203398,1.02084511303402,0.340934598534603,2.99425496098605,0.00275115942129188,0.0354476656579998,122,72,79,48,130,120,44,60,51,21,8,42,17,14,24,97,120,25,5,92,24,35,13,59,54,52,31,45,75,1,"NC_035783.1","Gnomon","gene",6163390,6188218,".","-",".","gene_id ""LOC111131459""; db_xref ""GeneID:111131459""; gbkey ""Gene""; gene ""LOC111131459""; gene_biotype ""protein_coding""; "
"100","LOC111112487",68.9930886821658,1.00004846516524,0.344130233368038,2.90601745559425,0.00366061027387969,0.0418915269723621,194,180,138,125,240,166,59,148,137,34,21,101,15,12,30,139,165,23,14,114,62,71,9,126,85,76,38,68,61,7,"NC_035783.1","Gnomon","gene",6924603,6930486,".","-",".","gene_id ""LOC111127750""; db_xref ""GeneID:111127750""; gbkey ""Gene""; gene ""LOC111127750""; gene_biotype ""protein_coding""; "
"101","LOC111112578",74.0408601971552,3.14206492496116,0.576903363319323,5.44643197585588,5.13902435466448e-08,4.17117476786934e-06,103,91,43,54,89,105,49,100,72,20,8,68,8,5,23,120,95,8,8,84,20,24,7,72,45,33,33,19,15,92,"NC_035783.1","Gnomon","gene",8289734,8292329,".","-",".","gene_id ""LOC111127988""; db_xref ""GeneID:111127988""; gbkey ""Gene""; gene ""LOC111127988""; gene_biotype ""protein_coding""; "
"102","LOC111112580",72.6214797007732,1.27291863240084,0.331289189132067,3.84231865741142,0.000121877458012073,0.00313167712501,232,135,138,114,212,119,74,123,118,49,23,60,27,18,21,178,121,27,10,116,41,49,19,130,60,76,45,30,96,30,"NC_035783.1","Gnomon","gene",8295751,8310129,".","+",".","gene_id ""LOC111128491""; db_xref ""GeneID:111128491""; gbkey ""Gene""; gene ""LOC111128491""; gene_biotype ""protein_coding""; "
"103","LOC111112605",310.632301424841,2.36781728860481,0.391752958716991,6.04415929967579,1.50191063750881e-09,2.08520396507211e-07,695,711,469,276,707,660,250,383,481,95,43,315,46,39,108,605,523,80,43,302,155,160,49,422,252,251,128,449,369,120,"NC_035783.1","Gnomon","gene",8522670,8525367,".","-",".","gene_id ""LOC111127934""; db_xref ""GeneID:111127934""; gbkey ""Gene""; gene ""LOC111127934""; gene_biotype ""protein_coding""; "
"104","LOC111112636",25.4971530386677,1.67156330003102,0.503217709330122,3.32174974973792,0.000894548850805467,0.014361932648646,62,30,27,11,55,50,8,27,28,12,7,21,2,4,17,51,59,9,5,51,5,16,6,69,35,36,14,48,23,1,"NC_035783.1","Gnomon","gene",8979287,8982529,".","+",".","gene_id ""LOC111128512""; db_xref ""GeneID:111128512""; gbkey ""Gene""; gene ""LOC111128512""; gene_biotype ""protein_coding""; "
"105","LOC111112700",92.0148747705379,1.45327174509262,0.357794289457305,4.06175220766356,4.8705760524824e-05,0.0015358082617288,181,212,185,131,208,175,86,122,190,43,18,104,29,22,45,163,185,26,12,147,73,60,21,126,118,89,35,48,114,42,"NC_035783.1","Gnomon","gene",9952563,9954149,".","+",".","gene_id ""LOC111128904""; db_xref ""GeneID:111128904""; gbkey ""Gene""; gene ""LOC111128904""; gene_biotype ""protein_coding""; "
"106","LOC111113036",85.9115221016503,4.40791998510637,0.653881107937246,6.74116430586553,1.57122401359711e-11,1.14777914193269e-08,139,77,60,42,90,100,31,29,49,14,4,46,8,5,3,81,61,7,6,47,11,23,2,26,20,26,12,22,44,135,"NC_035783.1","Gnomon","gene",15194221,15204807,".","+",".","gene_id ""LOC111131113""; db_xref ""GeneID:111131113""; gbkey ""Gene""; gene ""LOC111131113""; gene_biotype ""protein_coding""; "
"107","LOC111113084",51.5745538507273,2.24827003828743,0.756537019708919,2.97179117441267,0.00296067984106295,0.0371824061414869,76,40,96,7,437,57,16,140,248,25,17,20,4,6,12,14,16,10,1,39,7,41,12,145,109,44,25,103,87,0,"NC_035783.1","Gnomon","gene",15844237,15845439,".","-",".","gene_id ""LOC111128822""; db_xref ""GeneID:111128822""; gbkey ""Gene""; gene ""LOC111128822""; gene_biotype ""pseudogene""; pseudo ""true""; "
"108","LOC111113198",17.158006168125,2.25259167630194,0.760063173808097,2.96369006409813,0.00303974277854677,0.0376361372835325,42,41,25,13,111,80,18,17,36,9,4,29,4,0,2,1,10,10,0,12,5,4,5,13,45,5,1,32,46,1,"NC_035783.1","Gnomon","gene",17551481,17592072,".","+",".","gene_id ""LOC111130050""; db_xref ""GeneID:111130050""; gbkey ""Gene""; gene ""LOC111130050""; gene_biotype ""protein_coding""; "
"109","LOC111113238",171.144431860709,0.803989663405723,0.259965586553194,3.09267728111856,0.00198359715878008,0.0272542518712636,587,420,377,215,584,407,197,345,317,106,59,222,47,19,100,418,403,89,28,366,140,111,53,338,208,194,133,135,229,12,"NC_035783.1","Gnomon","gene",18142021,18143972,".","+",".","gene_id ""LOC111130972""; db_xref ""GeneID:111130972""; gbkey ""Gene""; gene ""LOC111130972""; gene_biotype ""protein_coding""; "
"110","LOC111113309",66.0002014732401,1.14155969251123,0.325795330386435,3.50391668031949,0.000458468779232877,0.00844220029596193,209,163,169,91,192,217,98,163,177,40,12,119,10,11,20,194,96,41,9,156,20,57,12,116,62,81,51,63,102,4,"NC_035783.1","Gnomon","gene",19185130,19186624,".","+",".","gene_id ""LOC111129496""; db_xref ""GeneID:111129496""; gbkey ""Gene""; gene ""LOC111129496""; gene_biotype ""protein_coding""; "
"111","LOC111113310",18.1770273355514,1.3936941309686,0.482785522934657,2.88677697395915,0.00389210010869438,0.0437412173754038,32,13,31,19,32,23,16,67,35,5,2,26,7,3,26,40,23,3,1,30,14,14,5,46,18,41,9,20,18,2,"NC_035783.1","Gnomon","gene",19193972,19224174,".","+",".","gene_id ""LOC111128805""; db_xref ""GeneID:111128805""; gbkey ""Gene""; gene ""LOC111128805""; gene_biotype ""protein_coding""; "
"112","LOC111113388",39.5995315453831,1.83019751329011,0.451075813863288,4.05740555587582,4.96208729142956e-05,0.00154247011335715,76,68,45,30,100,62,39,63,50,9,7,34,8,5,21,73,61,14,9,59,32,28,6,67,44,50,28,77,35,1,"NC_035783.1","Gnomon","gene",20293998,20300851,".","+",".","gene_id ""LOC111128096""; db_xref ""GeneID:111128096""; gbkey ""Gene""; gene ""LOC111128096""; gene_biotype ""protein_coding""; "
"113","LOC111114201",215.531258932956,1.0497699898759,0.300276489066329,3.49601126994666,0.00047226875296864,0.00858902051560809,557,620,361,318,550,664,197,437,370,132,51,210,64,38,87,526,446,103,53,413,155,105,50,391,295,211,99,135,264,59,"NC_035783.1","Gnomon","gene",32979220,32999515,".","-",".","gene_id ""LOC111128069""; db_xref ""GeneID:111128069""; gbkey ""Gene""; gene ""LOC111128069""; gene_biotype ""protein_coding""; "
"114","LOC111114450",116.459885577812,1.05772386061053,0.312096640120013,3.38909082841711,0.000701247783707836,0.0118670619150249,439,294,243,141,395,323,115,231,222,69,21,121,27,17,58,256,169,59,28,251,96,78,27,153,112,109,83,39,117,47,"NC_035783.1","Gnomon","gene",36579468,36580652,".","-",".","gene_id ""LOC111131331""; db_xref ""GeneID:111131331""; gbkey ""Gene""; gene ""LOC111131331""; gene_biotype ""protein_coding""; "
"115","LOC111114521",11.5927235200256,6.53848195612027,1.7201629709314,3.80108284308663,0.000144065121594582,0.00354740128061267,1,42,2,10,1,0,4,1,0,0,3,0,0,0,4,0,1,0,1,0,2,1,0,0,0,0,0,48,22,1,"NC_035783.1","tRNAscan-SE","gene",37081527,37081615,".","-",".","gene_id ""Trnam-cau_19""; db_xref ""GeneID:111131922""; gbkey ""Gene""; gene ""Trnam-cau""; gene_biotype ""tRNA""; "
"116","LOC111114820",29.6786164055517,7.30455059714696,1.16466597615947,6.27179873600668,3.56900735419994e-10,8.23313643866227e-08,3,11,4,1,4,7,1,0,0,1,1,1,0,2,0,4,1,0,0,0,2,2,0,4,1,2,10,17,2,54,"NC_035783.1","Gnomon","gene",41231076,41243082,".","+",".","gene_id ""LOC111130153""; db_xref ""GeneID:111130153""; gbkey ""Gene""; gene ""LOC111130153""; gene_biotype ""protein_coding""; "
"117","LOC111115520",10.1080818538294,2.42705689163204,0.850672960756245,2.85310219508375,0.00432946959882531,0.047559060781081,34,6,22,0,15,29,8,3,12,1,0,12,6,2,0,21,18,0,1,5,5,3,0,14,27,8,17,24,4,0,"NC_035783.1","Gnomon","gene",53426524,53431562,".","+",".","gene_id ""LOC111131133""; db_xref ""GeneID:111131133""; gbkey ""Gene""; gene ""LOC111131133""; gene_biotype ""protein_coding""; "
"118","LOC111115675",158.912627130989,2.87239792316948,0.446783821338371,6.42905536410209,1.28399359094818e-10,3.51733994320367e-08,411,259,204,155,316,326,86,221,192,80,23,143,32,30,46,198,135,36,9,213,65,65,19,164,110,81,71,127,149,123,"NC_035783.1","Gnomon","gene",56125507,56138923,".","-",".","gene_id ""LOC111131019""; db_xref ""GeneID:111131019""; gbkey ""Gene""; gene ""LOC111131019""; gene_biotype ""protein_coding""; "
"119","LOC111115720",20.7664662586003,1.74873197067468,0.500821654856229,3.49172595417563,0.000479910359071304,0.00869193018103109,75,62,32,37,31,53,23,53,46,20,1,18,2,0,9,26,44,11,2,36,4,28,3,23,17,22,14,33,21,2,"NC_035783.1","Gnomon","gene",56785860,56793741,".","-",".","gene_id ""LOC111129263""; db_xref ""GeneID:111129263""; gbkey ""Gene""; gene ""LOC111129263""; gene_biotype ""protein_coding""; "
